10302,18043,8250-20250,10000.0-20000,49.1,50.9,7.2,7.8,5.9,7.6,6.9,16.6,12.1,13.9,6.6,5.1,4.5,3.9,1.8,33.3,74.4,70,12.5,10.2,13428,49.9,50.1,1842,40.8,59.2,18043,38.9,61.1,32.7,18.7,0,6.4,0,1.3,1.9	
10303,24348,20250-27500,20000.0-30000,46.6,53.4,7.1,7,7.7,7.8,8.6,14.6,13.1,15.5,6,4.8,5.2,1.9,0.7,32.8,72.8,68.4,10.2,7.8,17721,45.7,54.3,1902,38,62,24348,38.5,61.5,18.3,34.3,0,7.5,0,0.2,1.3	
10304,41864,41000-48250,40000.0-50000,46.6,53.4,6.9,6.8,6.5,7.3,8.2,14.3,11.8,13.6,6.2,5.2,7.3,3.8,2.1,35,75.3,71,16.1,13.2,31522,45.4,54.6,5518,40.4,59.6,41864,27.4,72.6,34.3,25.2,0.5,10.4,0,0.2,2	
10305,41471,41000-48250,40000.0-50000,47.8,52.2,5.7,6.2,5.6,5,6.7,13.3,15.1,14.8,6.4,6.4,8,4.2,2.6,40.1,79.3,75.7,18.4,14.7,32881,47.6,52.4,6106,42.6,57.4,41471,14.4,85.6,68.2,3.4,0.1,11.9,0,0.3,1.6	
10306,54888,48250-60000,50000.0-60000,47.4,52.6,5,5.5,7,6.2,5.7,11.9,13,16.2,6.8,6.1,8.7,5.4,2.4,42,78.3,75.2,19.8,16.6,42997,46,54,9096,40.4,59.6,54888,13,87,77.9,2.8,0,5.4,0,0,0.9	
10307,15006,8250-20250,10000.0-20000,49.4,50.6,5,7.1,9.2,7.2,7.7,9.1,14.9,18.8,4.8,4.6,8.5,2.2,0.8,39,74,69.4,14.2,11.5,11106,49.3,50.7,1732,46.2,53.8,15006,8.4,91.6,86.7,0.1,0.1,3.9,0,0,0.9	
10308,29805,27500-35000,20000.0-30000,48.8,51.2,5,6,5,5.8,6.2,12.9,13.1,16.6,7.6,6.1,9,4.6,2.3,42.3,80.7,76.9,19.6,15.8,24053,47.2,52.8,4708,40.5,59.5,29805,10.5,89.5,84.6,0.1,0.2,4,0,0,0.5	
10309,33382,27500-35000,30000.0-40000,50.7,49.3,5.5,7.8,6.3,6,6.7,13,15.6,15.3,7.4,6.1,7.2,2,1.1,38.6,76,73.3,13.6,10.3,25371,50.1,49.9,3442,43.8,56.2,33382,11,89,83,1.6,0.2,3.6,0,0,0.6	
10310,24719,20250-27500,20000.0-30000,49.8,50.2,6.1,7.3,8.3,8.4,8,13.4,12.8,15.5,6.2,5.2,4.8,2.5,1.7,33.6,73.6,67.7,12.1,8.9,18193,48.7,51.3,2205,40.6,59.4,24719,28.8,71.2,39.5,24.5,0,5.6,0,0.1,1.6	
10311,0,0-8250,0.0-10000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,-,-,0,-,-,-,-,-,-,-,-,-	
